,ID,Player Name,Drafting Team,Franchise current name,NBA profile,College / High School,Age at Draft,League before Draft,Draft Year,Pick Number,Position,Height,Weight,Nationality,Continent,Birthdate,GP,GS,MPG,PPG,FGA,FGM,FG%,3PM,3PA,3P%,FTM,FTA,FT%,RPG,APG,SPG,BPG,TOPG,PO GP,PO MPG,PO PPG,PO FGM,PO FGA,PO FG%,PO 3PM,PO 3PA,PO 3P%,PO FTM,PO FTA,PO FT%,PO RPG,PO APG,PO SPG,PO BPG,PO TOPG,All-Star Games,CO GP,CO MPG,CO PPG,CO FG%,CO 3P%,CO FT%,CO RPG,CO APG,CO SPG,CO BPG,CO TOPG,MVP Awards,All-NBA Selections,All-Defensive Selections,Finals MVP Awards,Hall of Fame Inductee,Reason no stats
405,406,Larry Bird,Boston Celtics,Boston Celtics,/stats/player/1449/,Indiana State,21.6,College,1978,6,Forward,2.05,100.0,USA,USA,1956-12-07,897.0,870.0,38.4,24.3,9.6,19.3,49.6,0.7,1.9,37.6,4.4,5.0,88.6,10.0,6.3,1.7,0.8,3.1,164.0,40.7,23.8,8.9,18.8,47.2,0.5,1.5,32.1,5.5,6.2,89.0,10.3,6.5,1.8,0.9,3.1,10.0,32.0,,30.0,52.4,,79.3,11.5,3.9,,,,3,10,3,2,1,
406,407,Ron Brewer,Portland Trail Blazers,Portland Trail Blazers,/stats/player/76249/,Arkansas,22.8,College,1978,7,Guard,1.93,82.0,USA,USA,1955-09-16,501.0,250.0,25.7,11.9,5.0,10.9,45.9,0.1,,,1.9,2.3,82.4,1.9,1.8,1.0,0.5,1.4,16.0,25.7,14.1,5.8,11.9,48.2,0.1,,,2.6,3.7,69.5,1.5,2.0,0.5,1.0,1.3,0.0,36.0,,18.0,53.1,,83.4,3.1,2.7,,,,0,0,0,0,0,
407,408,Freeman Williams,Boston Celtics,Boston Celtics,/stats/player/78548/,Portland State,22.1,College,1978,8,Guard,1.93,86.0,USA,USA,1956-05-15,323.0,13.0,20.5,14.7,6.1,13.0,46.7,0.4,,,2.1,2.6,82.4,1.6,1.6,0.8,0.1,1.8,1.0,4.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,,35.9,47.0,,78.0,4.9,2.1,,,,0,0,0,0,0,
408,409,Reggie Theus,Chicago Bulls,Chicago Bulls,/stats/player/78310/,Nevada-Las Vegas,20.7,College,1978,9,Guard,1.98,86.0,USA,USA,1957-10-13,1026.0,743.0,33.7,18.5,6.9,14.6,47.1,0.2,,,4.5,5.5,82.6,3.3,6.3,1.2,0.2,3.4,17.0,31.9,14.4,5.2,12.8,40.8,0.1,0.9,13.3,3.8,4.5,83.1,2.8,5.7,1.1,0.1,2.8,2.0,28.0,,18.9,46.5,,80.7,6.8,4.5,,,,0,0,0,0,0,
409,410,Butch Lee,Atlanta Hawks,Atlanta Hawks,/stats/player/77356/,Marquette,21.6,College,1978,10,Guard,1.83,84.0,USA,USA,1956-12-05,96.0,,19.1,8.1,3.1,6.9,45.0,0.0,,,1.9,2.5,76.1,1.4,3.2,0.9,0.0,1.7,3.0,2.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,100.0,0.3,0.0,0.0,0.0,1.0,0.0,28.0,,17.7,50.6,,87.9,3.1,4.9,,,,0,0,0,0,0,
410,411,James Hardy,New Orleans Jazz,Utah Jazz,/stats/player/76948/,San Francisco,21.6,College,1978,11,Forward,2.03,100.0,USA,USA,1956-12-01,249.0,17.0,21.6,5.7,2.5,5.1,48.1,0.0,,,0.8,1.1,70.0,5.3,1.3,0.7,0.9,1.2,0.0,,,,,,,,,,,,,,,,,0.0,22.0,,15.7,54.0,,65.3,8.9,1.3,,,,0,0,0,0,0,
411,412,George Johnson,Milwaukee Bucks,Milwaukee Bucks,/stats/player/77148/,St. John's (NY),21.6,College,1978,12,Forward,2.00,95.0,USA,USA,1956-12-08,464.0,91.0,21.3,9.1,3.7,7.9,46.3,0.0,,,1.7,2.2,77.9,5.6,1.8,0.9,0.6,1.9,7.0,6.7,3.0,1.4,2.3,62.5,0.1,0.1,100.0,0.0,0.0,0.0,1.6,0.1,0.0,0.0,0.4,0.0,27.0,,19.4,50.1,,77.3,12.0,,,,,0,0,0,0,0,
412,413,Winford Boynes,New Jersey Nets,Brooklyn Nets,/stats/player/76225/,San Francisco,21.1,College,1978,13,Guard,1.98,84.0,USA,USA,1957-05-17,177.0,,17.1,8.4,3.4,7.8,43.5,0.0,,,1.6,2.0,78.3,2.1,1.2,0.7,0.2,1.6,0.0,,,,,,,,,,,,,,,,,0.0,29.0,,21.9,58.9,,83.1,6.1,2.4,,,,0,0,0,0,0,
413,414,Roger Phegley,Washington Bullets,Washington Wizards,/stats/player/77848/,Bradley,21.7,College,1978,14,Guard,1.98,93.0,USA,USA,1956-10-16,345.0,13.0,16.8,8.7,3.5,7.5,47.0,0.1,,,1.6,1.9,83.4,2.0,1.4,0.5,0.1,1.2,14.0,1.9,1.9,0.6,1.6,39.1,0.2,0.4,50.0,0.4,0.4,83.3,0.6,0.1,0.1,0.0,0.3,0.0,24.0,,27.6,53.9,,88.3,5.4,,,,,0,0,0,0,0,
414,415,Mike Mitchell,Cleveland Cavaliers,Cleveland Cavaliers,/stats/player/77615/,Auburn,22.5,College,1978,15,Forward,2.00,98.0,USA,USA,1956-01-01,759.0,443.0,32.3,19.8,8.4,17.0,49.3,0.0,,,3.0,3.8,77.9,5.6,1.3,0.7,0.5,1.7,35.0,25.4,18.5,7.8,15.5,50.2,0.0,0.1,33.3,2.8,3.7,76.2,6.4,1.3,0.5,0.8,2.1,1.0,27.0,,24.9,52.0,,77.8,8.9,1.8,,,,0,0,0,0,0,
415,416,Jack Givens,Atlanta Hawks,Atlanta Hawks,/stats/player/76819/,Kentucky,21.8,College,1978,16,Forward,1.96,93.0,USA,USA,1956-09-21,156.0,,16.7,6.7,2.7,6.6,40.1,0.0,,,1.3,1.7,79.1,2.9,0.9,0.8,0.2,0.9,13.0,9.0,2.2,1.0,3.4,29.5,0.0,,,0.2,0.2,100.0,2.0,0.5,0.2,0.2,0.6,0.0,32.0,,18.1,55.3,,76.1,6.9,2.5,,,,0,0,0,0,0,
416,417,Rod Griffin,Denver Nuggets,Denver Nuggets,https://www.thedraftreview.com/index.php?option=com_content&view=article&id=1464:rod-griffin&catid=82&Itemid=342,Wake Forest,22.0,College,1978,17,Forward,2.00,98.0,USA,USA,1956-06-18,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,29.0,,21.5,57.3,,71.7,10.0,1.1,,,,0,0,0,0,0,
417,418,Dave Corzine,Washington Bullets,Washington Wizards,/stats/player/76453/,DePaul,22.2,College,1978,18,Center,2.11,113.0,USA,USA,1956-04-25,891.0,310.0,23.3,8.5,3.5,7.2,48.4,0.0,,,1.6,2.1,74.7,5.9,1.7,0.4,1.0,1.5,69.0,19.6,6.5,2.7,,,0.0,,,1.0,,71.3,4.9,1.0,0.3,0.5,1.2,0.0,30.0,,21.0,55.2,,78.9,11.3,,,,,0,0,0,0,0,
418,419,Marty Byrnes,Phoenix Suns,Phoenix Suns,/stats/player/76321/,Syracuse,22.2,College,1978,19,Forward,2.00,98.0,USA,USA,1956-04-30,263.0,12.0,16.2,5.7,2.2,4.8,46.3,0.1,,,1.2,1.6,73.6,2.2,1.6,0.4,0.1,1.0,4.0,2.0,1.5,0.3,0.8,33.3,0.0,0.0,0.0,1.0,1.5,66.7,0.3,0.3,0.0,0.0,0.3,0.0,28.0,,16.3,49.9,,69.2,6.9,,,,,0,0,0,0,0,
419,420,Frankie Sanders,San Antonio Spurs,San Antonio Spurs,/stats/player/78057/,Southern University,21.4,College,1978,20,Forward,1.98,91.0,USA,USA,1957-01-23,69.0,,9.6,5.1,2.0,4.7,43.0,0.0,,,1.1,1.3,82.2,1.9,1.0,0.5,0.1,1.1,9.0,5.6,2.6,1.0,2.0,50.0,0.1,0.2,50.0,0.4,0.4,100.0,0.6,0.2,0.3,0.0,0.9,0.0,27.0,,27.4,56.1,,67.1,10.6,,,,,0,0,0,0,0,Incorrect name
420,421,Mike Evans,Denver Nuggets,Denver Nuggets,/stats/player/76686/,Kansas State,23.2,College,1978,21,Guard,1.85,77.0,USA,USA,1955-04-19,591.0,20.0,16.7,7.7,3.1,6.9,45.2,0.4,1.3,30.7,1.1,1.3,80.7,1.4,2.6,0.7,0.1,1.4,58.0,15.8,9.1,3.5,8.4,41.4,0.8,2.7,28.4,1.4,1.7,82.5,1.8,2.8,0.7,0.1,1.7,0.0,29.0,,19.1,49.7,,72.5,2.8,3.1,,,,0,0,0,0,0,
421,422,Raymond Townsend,Golden State Warriors,Golden State Warriors,/stats/player/78365/,California-Los Angeles,22.5,College,1978,22,Guard,1.91,79.0,USA,USA,1955-12-20,154.0,0.0,13.1,4.8,2.0,4.9,41.1,0.0,,,0.8,1.1,70.3,1.0,1.4,0.6,0.1,0.8,0.0,,,,,,,,,,,,,,,,,0.0,27.0,,14.7,53.6,,87.2,2.6,,,,,0,0,0,0,0,Incorrect name
422,423,Terry Tyler,Detroit Pistons,Detroit Pistons,/stats/player/78390/,Detroit Mercy,21.7,College,1978,23,Forward,2.00,98.0,USA,USA,1956-10-30,871.0,255.0,25.0,10.2,4.4,9.1,48.4,0.0,,,1.4,2.0,70.3,5.4,1.2,0.9,1.5,1.3,17.0,16.0,9.0,3.6,7.9,45.5,0.0,0.1,0.0,1.8,2.4,77.5,3.2,0.5,0.5,0.6,0.6,0.0,28.0,,16.4,58.0,,71.4,12.6,,,,,0,0,0,0,0,
423,424,Keith Herron,Portland Trail Blazers,Portland Trail Blazers,/stats/player/77010/,Villanova,22.1,College,1978,24,Guard,1.98,88.0,USA,USA,1956-06-14,124.0,0.0,21.1,9.8,3.9,8.9,43.8,0.0,,,2.0,2.3,85.8,2.0,1.4,0.8,0.2,1.4,0.0,,,,,,,,,,,,,,,,,0.0,31.0,,19.9,47.2,,75.4,4.4,,,,,0,0,0,0,0,
424,425,Rick Wilson,Atlanta Hawks,Atlanta Hawks,/stats/player/78583/,Louisville,22.4,College,1978,25,Guard,1.93,91.0,USA,USA,1956-02-07,66.0,,9.8,2.9,1.3,3.2,39.3,0.0,,,0.4,0.8,56.0,1.2,1.3,0.5,0.1,0.7,1.0,1.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,,17.8,52.5,,85.2,5.2,4.5,,,,0,0,0,0,0,
425,426,Ron Carter,Los Angeles Lakers,Los Angeles Lakers,/stats/player/76361/,Virginia Military Institute,21.8,College,1978,26,Guard,1.96,86.0,USA,USA,1956-08-31,59.0,,7.6,3.0,1.2,2.7,42.9,0.0,,,0.6,1.0,62.3,1.1,0.6,0.3,0.2,0.8,2.0,1.0,0.0,0.0,0.5,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,,26.3,53.2,,82.5,8.9,,,,,0,0,0,0,0,
426,427,Wayne Radford,Indiana Pacers,Indiana Pacers,/stats/player/77897/,Indiana,22.1,College,1978,27,Guard,1.90,93.0,USA,USA,1956-05-29,52.0,,12.5,3.9,1.6,3.4,47.4,,,,0.7,0.9,80.0,1.3,1.1,0.6,0.0,0.9,0.0,,,,,,,,,,,,,,,,,0.0,29.0,,15.6,57.9,,77.0,4.0,2.1,,,,0,0,0,0,0,
427,428,Buster Matheney,Houston Rockets,Houston Rockets,https://www.thedraftreview.com/index.php?option=com_content&view=article&id=1443:charles-qbusterq-matheney&catid=82&Itemid=342,Utah,21.9,College,1978,28,Forward,2.03,96.0,USA,USA,1956-08-02,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,29.0,,18.1,54.3,,86.9,7.1,,,,,0,0,0,0,0,
428,429,John Long,Detroit Pistons,Detroit Pistons,/stats/player/1381/,Detroit Mercy,21.9,College,1978,29,Guard,1.96,88.0,USA,USA,1956-08-28,893.0,611.0,25.4,13.6,5.7,12.2,46.7,0.1,,,2.0,2.4,86.2,2.8,1.9,1.0,0.2,1.7,23.0,23.2,9.7,3.8,9.5,39.9,0.1,0.5,18.2,2.0,2.1,95.9,1.5,1.0,1.2,0.1,1.2,0.0,29.0,,21.4,54.0,,80.7,7.5,,,,,0,0,0,0,0,
429,430,Jeff Judkins,Boston Celtics,Boston Celtics,/stats/player/77215/,Utah,22.3,College,1978,30,Guard,1.98,84.0,USA,USA,1956-03-23,272.0,0.0,12.6,5.4,2.2,4.6,47.8,0.1,,,1.0,1.2,81.2,1.6,1.0,0.5,0.1,0.8,7.0,1.4,1.3,0.6,1.1,50.0,0.1,0.4,33.3,0.0,0.0,0.0,0.6,0.0,0.1,0.0,0.0,0.0,28.0,,18.5,54.1,,76.0,6.0,,,,,0,0,0,0,0,
430,431,Marvin Johnson,Chicago Bulls,Chicago Bulls,https://www.thedraftreview.com/index.php?option=com_content&view=article&id=1449:marvin-johnson&catid=82&Itemid=342,New Mexico,,College,1978,31,Forward,1.96,86.0,USA,USA,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,28.0,,24.0,54.3,,77.8,6.0,1.7,,,,0,0,0,0,0,
431,432,John Rudd,New York Knicks,New York Knicks,/stats/player/78036/,McNeese State,22.9,College,1978,32,Forward,2.00,104.0,USA,USA,1955-08-07,58.0,,12.5,3.2,1.0,2.3,44.4,,,,1.1,1.6,71.0,2.9,0.6,0.3,0.1,1.0,0.0,,,,,,,,,,,,,,,,,0.0,27.0,,14.9,52.1,,68.9,10.7,2.3,,,,0,0,0,0,0,
432,433,Harry Davis,Cleveland Cavaliers,Cleveland Cavaliers,/stats/player/76523/,Florida State,22.4,College,1978,33,Forward,2.00,100.0,USA,USA,1956-01-27,44.0,,9.6,4.0,1.6,3.8,43.6,0.0,,,0.7,1.0,68.9,1.6,0.4,0.3,0.2,0.6,0.0,,,,,,,,,,,,,,,,,0.0,28.0,,19.5,57.7,,62.9,7.4,1.3,,,,0,0,0,0,0,
433,434,Greg Bunch,New York Knicks,New York Knicks,/stats/player/76300/,Cal State-Fullerton,22.1,College,1978,34,Forward,1.98,86.0,USA,USA,1956-05-15,12.0,,8.1,2.3,0.8,2.2,34.6,,,,0.8,1.0,83.3,1.4,0.3,0.3,0.3,0.4,0.0,,,,,,,,,,,,,,,,,0.0,32.0,,15.8,54.5,,73.2,8.0,1.6,,,,0,0,0,0,0,
434,435,Tommy Green,New Orleans Jazz,Utah Jazz,/stats/player/76879/,Southern University,22.2,College,1978,35,Guard,1.88,84.0,USA,USA,1956-04-08,59.0,,13.7,3.9,1.6,4.0,38.8,,,,0.8,1.1,76.2,1.2,2.4,1.0,0.1,1.5,0.0,,,,,,,,,,,,,,,,,0.0,28.0,,11.2,53.2,,71.4,2.4,,,,,0,0,0,0,0,Incorrect name
435,436,Maurice Cheeks,Philadelphia 76ers,Philadelphia 76ers,/stats/player/76385/,West Texas A&M,21.8,College,1978,36,Guard,1.85,82.0,USA,USA,1956-09-08,1101.0,978.0,31.6,11.1,4.5,8.5,52.3,0.0,,,2.1,2.7,79.3,2.8,6.7,2.1,0.3,2.1,133.0,36.4,14.4,5.8,11.3,51.2,0.0,,,2.7,3.5,77.7,3.4,6.9,2.2,0.3,2.4,4.0,27.0,,16.8,54.5,,71.4,5.6,5.7,,,,0,0,5,0,1,
436,437,Terry Sykes,Washington Bullets,Washington Wizards,https://www.thedraftreview.com/index.php?option=com_content&view=article&id=1461:terry-sykes&catid=82&Itemid=342,Grambling,,College,1978,37,Forward,2.00,91.0,USA,USA,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,23.0,,23.8,52.6,,70.6,11.0,,,,,0,0,0,0,0,
437,438,Lew Massey,Los Angeles Lakers,Los Angeles Lakers,https://www.thedraftreview.com/index.php?option=com_content&view=article&id=1462:lew-massey&catid=82&Itemid=342,North Carolina-Charlotte,22.4,College,1978,38,Guard,1.93,92.0,USA,USA,1956-02-16,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,26.0,,21.8,47.4,,76.1,6.8,,,,,0,0,0,0,0,
438,439,James Lee,Seattle SuperSonics,Oklahoma City Thunder,https://www.thedraftreview.com/index.php?option=com_content&view=article&id=1465:james-lee&catid=82&Itemid=342,Kentucky,22.5,College,1978,39,Forward,1.96,104.0,USA,USA,1956-01-17,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,31.0,,11.3,56.9,,74.3,5.3,1.2,,,,0,0,0,0,0,
439,440,Wayne Cooper,Golden State Warriors,Golden State Warriors,/stats/player/76441/,New Orleans,21.6,College,1978,40,Center,2.08,100.0,USA,USA,1956-11-16,984.0,523.0,20.6,7.9,3.3,7.2,45.7,0.0,,,1.3,1.8,73.6,6.2,0.9,0.3,1.6,1.2,74.0,14.9,5.9,2.4,5.4,44.5,0.0,0.0,0.0,1.1,1.5,70.9,4.8,0.8,0.3,1.3,0.9,0.0,27.0,,18.1,53.6,,77.5,12.7,,,,,0,0,0,0,0,
440,441,Jerome Whitehead,San Diego Clippers,Los Angeles Clippers,/stats/player/78516/,Marquette,21.8,College,1978,41,Center,2.08,100.0,USA,USA,1956-09-30,679.0,200.0,17.4,6.5,2.7,5.4,49.7,0.0,,,1.2,1.6,71.8,4.8,0.6,0.4,0.3,1.0,10.0,10.0,2.2,0.9,2.7,33.3,0.0,0.0,0.0,0.4,1.0,40.0,1.4,0.3,0.2,0.2,0.1,0.0,28.0,,14.0,59.8,,63.9,8.3,,,,,0,0,0,0,0,
441,442,Kevin McDonald,Seattle SuperSonics,Oklahoma City Thunder,https://www.thedraftreview.com/index.php?option=com_content&view=article&id=1471&Itemid=33,Pennsylvania,22.1,College,1978,42,Forward,1.96,100.0,USA,USA,1956-06-06,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,28.0,,22.3,55.0,,73.5,6.9,,,,,0,0,0,0,0,Incorrect name
442,443,Glenn Hagan,Philadelphia 76ers,Philadelphia 76ers,/stats/player/76913/,St. Bonaventure,23.0,College,1978,43,Guard,1.83,77.0,USA,USA,1955-06-25,4.0,0.0,6.3,1.8,0.8,1.8,42.9,0.0,0.0,0.0,0.3,0.3,100.0,1.0,2.0,0.8,0.0,0.3,0.0,,,,,,,,,,,,,,,,,0.0,28.0,,16.1,47.6,,82.0,3.8,,,,,0,0,0,0,0,
443,444,Clemon Johnson,Portland Trail Blazers,Portland Trail Blazers,/stats/player/77136/,Florida A&M,21.8,College,1978,44,Center,2.08,109.0,USA,USA,1956-09-12,761.0,98.0,17.5,5.4,2.2,4.5,49.2,0.0,,,0.9,1.5,62.1,4.6,1.0,0.5,0.9,1.0,66.0,16.8,4.1,1.6,3.5,46.5,0.0,,,0.8,1.4,60.9,3.6,0.4,0.5,0.8,0.8,0.0,27.0,,17.5,56.5,,64.3,15.2,,,,,0,0,0,0,0,
444,445,Mike Phillips,New Jersey Nets,Brooklyn Nets,https://www.thedraftreview.com/index.php?option=com_content&view=article&id=5137:mike-phillips&catid=82&Itemid=342,Kentucky,22.3,College,1978,45,Forward,2.08,107.0,USA,USA,1956-03-24,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,31.0,,10.2,59.5,,75.9,4.7,0.9,,,,0,0,0,0,0,
445,446,Hollis Copeland,Denver Nuggets,Denver Nuggets,/stats/player/76447/,Rutgers,22.5,College,1978,46,Forward,1.98,82.0,USA,USA,1955-12-20,93.0,0.0,13.5,5.0,2.1,4.4,48.8,0.0,0.0,0.0,0.7,1.0,73.9,1.7,1.0,0.7,0.3,0.9,0.0,,,,,,,,,,,,,,,,,0.0,31.0,,16.0,51.7,,72.9,6.4,2.0,,,,0,0,0,0,0,
446,447,Billyray Bates,Houston Rockets,Houston Rockets,/stats/player/76121/,Kentucky State,22.1,College,1978,47,Guard,1.93,95.0,USA,USA,1956-05-31,187.0,7.0,17.8,11.7,4.8,10.1,47.4,0.2,0.6,30.3,2.0,2.5,79.6,1.7,1.9,0.8,0.1,1.5,6.0,36.5,26.7,11.0,20.2,54.5,0.5,1.3,37.5,4.2,5.2,80.6,2.8,4.2,1.7,0.3,4.3,0.0,24.0,,22.8,60.1,,81.9,8.2,,,,,0,0,0,0,0,Incorrect name
447,448,Mike Santos,San Diego Clippers,Los Angeles Clippers,https://www.thedraftreview.com/index.php?option=com_content&view=article&id=5118:mike-santos&catid=82&Itemid=342,Utah State,22.0,College,1978,48,Forward,2.03,102.0,USA,USA,1956-07-17,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,28.0,,18.3,59.5,,67.1,8.7,1.4,,,,0,0,0,0,0,
448,449,Jeff Cook,Kansas City Kings,Sacramento Kings,/stats/player/76436/,Idaho State,21.7,College,1978,49,Forward,2.08,98.0,USA,USA,1956-10-21,518.0,161.0,18.7,5.3,2.1,4.5,46.2,0.0,0.0,5.6,1.1,1.5,71.6,4.5,1.4,0.6,0.4,1.1,30.0,15.6,5.6,1.8,3.6,50.9,0.0,0.1,50.0,1.9,2.5,75.7,3.7,1.0,0.4,0.3,0.8,0.0,26.0,,14.3,48.9,,74.8,11.6,,,,,0,0,0,0,0,
449,450,Dana Skinner,Boston Celtics,Boston Celtics,https://www.thedraftreview.com/index.php?option=com_content&view=article&id=5097:dana-skinner&catid=82&Itemid=342,Merrimack,,College,1978,50,Guard,1.93,79.0,USA,USA,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,28.0,,25.1,56.8,,92.2,5.9,3.4,,,,0,0,0,0,0,
450,451,Magic Johnson,Los Angeles Lakers,Los Angeles Lakers,/stats/player/77142/,Michigan State,19.9,College,1979,1,Forward-Guard,2.03,98.0,USA,USA,1959-08-14,906.0,870.0,36.7,19.5,6.9,13.2,52.0,0.4,1.2,30.3,5.5,6.5,84.8,7.2,11.2,1.9,0.4,3.9,190.0,38.3,19.5,6.8,13.4,50.6,0.3,1.1,24.1,5.6,6.7,83.8,7.7,12.3,1.9,0.3,3.7,11.0,32.0,,17.1,46.8,,84.2,7.3,8.4,,,,3,10,0,3,1,
451,452,David Greenwood,Chicago Bulls,Chicago Bulls,/stats/player/76881/,California-Los Angeles,22.1,College,1979,2,Forward,2.05,101.0,USA,USA,1957-05-27,823.0,582.0,28.4,10.2,4.0,8.3,47.7,0.0,0.0,13.8,2.3,3.1,76.5,7.9,2.0,0.7,0.9,1.8,22.0,24.5,8.5,3.8,6.8,55.7,0.0,0.1,0.0,1.0,1.6,58.3,5.2,1.0,1.0,0.5,1.2,0.0,30.0,,19.9,58.7,,81.0,10.3,,,,,0,0,0,0,0,
452,453,Bill Cartwright,New York Knicks,New York Knicks,/stats/player/76362/,San Francisco,21.9,College,1979,3,Center,2.16,111.0,USA,USA,1957-07-30,963.0,839.0,28.5,13.2,4.8,9.2,52.5,0.0,0.0,0.0,3.5,4.6,77.1,6.3,1.4,0.5,0.7,2.0,124.0,27.8,8.9,3.4,7.0,48.2,0.0,0.0,0.0,2.1,3.0,72.5,5.4,1.3,0.4,0.5,1.5,1.0,29.0,,24.5,60.5,,73.4,15.7,1.9,,,,0,0,0,0,0,
453,454,Greg Kelser,Detroit Pistons,Detroit Pistons,/stats/player/77239/,Michigan State,21.8,College,1979,4,Forward,2.00,86.0,USA,USA,1957-09-17,305.0,40.0,19.8,9.7,3.6,7.4,48.6,0.0,0.1,16.7,2.5,3.6,68.6,4.6,1.3,0.8,0.5,2.2,5.0,2.0,1.6,0.4,1.4,28.6,0.0,0.0,0.0,0.8,0.8,100.0,1.8,0.4,0.2,0.0,0.4,0.0,32.0,,18.8,54.5,,67.1,8.7,1.7,,,,0,0,0,0,0,
454,455,Sidney Moncrief,Milwaukee Bucks,Milwaukee Bucks,/stats/player/77626/,Arkansas,21.8,College,1979,5,Guard,1.90,82.0,USA,USA,1957-09-21,767.0,513.0,30.2,15.6,5.4,10.7,50.2,0.1,0.5,28.4,4.7,5.6,83.1,4.7,3.6,1.2,0.3,2.0,93.0,33.3,16.0,5.3,11.1,47.5,0.2,0.6,29.3,5.2,6.5,81.1,5.0,3.4,1.1,0.4,2.4,5.0,30.0,,22.0,56.0,,85.5,9.6,2.7,,,,0,5,5,0,0,
455,456,James Bailey,Seattle SuperSonics,Oklahoma City Thunder,/stats/player/76085/,Rutgers,22.1,College,1979,6,Forward,2.05,100.0,USA,USA,1957-05-21,595.0,179.0,19.5,8.8,3.4,7.1,48.4,0.0,0.0,7.7,1.9,2.8,70.3,5.0,0.8,0.5,0.9,1.8,14.0,11.7,4.2,1.6,3.4,46.8,0.0,0.0,0.0,1.1,1.6,68.2,2.2,0.4,0.8,0.7,0.9,0.0,30.0,,18.5,52.1,,65.7,8.2,0.9,,,,0,0,0,0,0,
456,457,Vinnie Johnson,Seattle SuperSonics,Oklahoma City Thunder,/stats/player/77167/,Baylor,22.8,College,1979,7,Guard,1.88,91.0,USA,USA,1956-09-01,984.0,252.0,24.7,12.0,5.0,10.7,46.4,0.1,0.3,25.4,2.0,2.7,74.0,3.2,3.3,0.9,0.3,1.6,116.0,23.0,12.0,5.0,11.0,45.3,0.1,0.5,27.4,1.8,2.4,75.4,3.1,2.6,0.6,0.2,1.2,0.0,26.0,,25.2,52.2,,77.6,4.9,5.7,,,,0,0,0,0,0,
457,458,Calvin Natt,New Jersey Nets,Brooklyn Nets,/stats/player/77691/,Louisiana-Monroe,22.5,College,1979,8,Forward,1.98,100.0,USA,USA,1957-01-08,599.0,371.0,31.4,17.2,6.7,12.7,52.8,0.0,0.1,21.9,3.8,4.9,76.8,6.8,2.2,0.9,0.3,2.1,45.0,29.0,18.4,7.1,14.1,50.3,0.0,0.2,22.2,4.1,5.6,73.6,7.2,2.4,0.6,0.3,2.0,1.0,29.0,,24.4,55.9,,79.2,10.9,,,,,0,0,0,0,0,
458,459,Larry Demic,New York Knicks,New York Knicks,/stats/player/76553/,Arizona,22.0,College,1979,9,Forward,2.05,102.0,USA,USA,1957-06-27,206.0,0.0,15.5,4.7,1.9,4.2,45.9,0.0,0.0,0.0,0.9,1.5,58.0,3.9,0.5,0.3,0.2,1.2,2.0,18.5,4.5,2.0,2.5,80.0,0.0,0.0,0.0,0.5,1.0,50.0,3.5,0.0,0.0,0.5,0.0,0.0,27.0,,19.3,57.1,,63.6,10.2,,,,,0,0,0,0,0,
459,460,Roylee Hamilton,Detroit Pistons,Detroit Pistons,/stats/player/76928/,California-Los Angeles,22.0,College,1979,10,Guard,1.88,82.0,USA,USA,1957-07-20,73.0,,15.4,4.6,1.6,4.0,40.0,0.0,0.0,0.0,1.4,2.1,68.4,1.5,2.6,0.7,0.1,1.6,0.0,,,,,,,,,,,,,,,,,0.0,30.0,,16.8,54.3,,61.3,2.6,6.7,,,,0,0,0,0,0,Incorrect name
460,461,Cliff T. Robinson,New Jersey Nets,Brooklyn Nets,/stats/player/77986/,Southern California,19.3,College,1979,11,Forward,2.06,100.0,USA,USA,1960-03-13,629.0,413.0,30.7,17.2,7.1,15.3,46.8,0.0,0.1,19.4,2.9,4.0,72.2,8.3,2.0,1.0,0.7,2.5,17.0,27.2,14.7,6.1,12.9,47.3,0.0,0.0,0.0,2.5,3.9,63.6,7.2,1.6,1.2,0.8,1.6,0.0,21.0,,18.8,47.0,,71.0,11.6,,,,,0,0,0,0,0,Incorrect name
