ID,Player Name,Drafting Team,NBA profile,College / High School,Draft Year,Pick N°,Position,Nationality,Birthdate,GP,GS,MPG,PPG,FGA,FGM,FG%,3PM,3PA,3P%,FTM,FTA,FT%,RPG,APG,SPG,BPG,TOPG,PO GP,PO MPG,PO PPG,PO FGM,PO FGA,PO FG%,PO 3PM,PO 3PA,PO 3P%,PO FTM,PO FTA,PO FT%,PO RPG,PO APG,PO SPG,PO BPG,PO TOPG,All-Star Games,CO GP,CO MPG,CO PPG,CO FG%,CO 3P%,CO FT%,CO RPG,CO APG,CO SPG,CO BPG,CO TOPG,MVP Awards,All-NBA Selections,All-Defensive selections,Finals MVP Awards,Hall of Fame Inductee,Height,Weight,League before Draft,Reason no stats
592,Elvis Rolle,Los Angeles Lakers,https://www.thedraftreview.com/index.php?option=com_content&view=article&id=1981:elvis-rolle&catid=93&Itemid=342,Florida State,1981,42,Center/Power Forward,American,2/8/1958,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,28,NaN,16.0,56.6,,56.9,9.2,0.3,0.5,1.7,NaN,0,0,0,0,0,(2.08m),(100kg),College,
593,Elston Turner,Dallas Mavericks,/stats/player/78378/,Mississippi,1981,43,| Guard,USA,"Jun 10, 1959",505,97,17.8,4.7,2.1,4.8,43.2,0.0,0.1,15.2,0.6,0.8,71.4,2.7,1.8,0.9,0.1,0.9,43,17.1,5.1,2.3,4.7,48.5,0.1,0.1,75.0,0.5,0.8,63.6,3.0,2.0,0.8,0.0,0.8,0,29,NaN,20.6,52.0,,65.8,8.1,2.6,1.4,0.1,NaN,0,0,0,0,0,(1.96m),(86kg),College,
594,Steve Lingenfelter,Washington Bullets,/stats/player/77389/,South Dakota State,1981,44,| Forward,USA,"Jun 10, 1958",10,0,6.7,1.0,0.5,0.7,71.4,0.0,0.0,0.0,0.0,0.6,0.0,1.6,0.5,0.1,0.3,0.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,21,NaN,26.7,64.9,,58.6,10.6,1.8,1.1,2.4,NaN,0,0,0,0,0,(2.05m),(102kg),College,
595,Ed Turner,Houston Rockets,No NBA profile,Texas A&M-Kingsville,1981,45,Pos Missing,Nationality unknown,Birthdate unknown,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,,,,
596,Vernon Smith,Philadelphia 76ers,https://www.thedraftreview.com/index.php?option=com_content&view=article&id=1989:vernon-smith&catid=93&Itemid=342,Texas A&M,1981,46,Power Forward,American,10/23/1958,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,27,NaN,14.8,44.8, ,72.9,9.0,2.1,0.8,0.4,NaN,0,0,0,0,0,(2.03m),(100kg),College,
597,Art Housey,Dallas Mavericks,https://www.thedraftreview.com/index.php?option=com_content&view=article&id=4942:art-housey&catid=93&Itemid=342,Kansas,1981,47,Power Forward,American,1/31/1958,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,32,NaN,7.5,51.7, ,65.1,6.5,0.6,0.4,N/A,NaN,0,0,0,0,0,(2.08m),(98kg),College,
598,Mike Ferrara,Washington Bullets,https://www.thedraftreview.com/index.php?option=com_content&view=article&id=4966:mike-ferrara&catid=93&Itemid=342,Colgate,1981,48,Shooting Guard,American,8/25/1958,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,27,NaN,28.6,48.6,,87.6,5.8,3.7,3.5,N/A,NaN,0,0,0,0,0,(1.93m),(86kg),College,
599,David Burns,New Jersey Nets,/stats/player/76307/,Saint Louis,1981,49,| Guard,USA,"Jul 03, 1958",9,1,9.7,2.6,0.8,1.8,43.8,0.0,0.0,0.0,1.0,1.7,60.0,0.6,1.7,0.3,0.0,1.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,27,NaN,21.4,57.9, ,72.7,4.6,3.8,1.9,0.8,NaN,0,0,0,0,0,(1.88m),(82kg),College,
600,Derek Holcomb,Portland Trail Blazers,https://www.thedraftreview.com/index.php?option=com_content&view=article&id=4963:derek-holcomb&catid=93&Itemid=342,Illinois,1981,50,Center,American,2/3/1958,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,29,NaN,5.9,56.9, ,62.0,5.1,1.4,0.5,1.4,NaN,0,0,0,0,0,(2.11m),(102kg),College,
601,James Worthy,Los Angeles Lakers,/stats/player/1460/,North Carolina,1982,1,| Forward,USA,"Feb 27, 1961",926,717,32.4,17.6,7.4,14.3,52.1,0.1,0.5,24.1,2.6,3.4,76.9,5.1,3.0,1.1,0.7,2.0,143,37.0,21.1,8.9,16.3,54.4,0.1,0.5,20.9,3.3,4.6,72.7,5.2,3.2,1.2,0.7,2.1,7,34,NaN,15.6,57.3, ,67.4,6.3,2.4,1.5,1.1,NaN,2 All-NBA,1 Hall of Fame Inductee,1 NBA Finals Most Valuable Player,0,0,(2.05m),(102kg),College,
602,Terry Cummings,San Diego Clippers,/stats/player/187/,DePaul,1982,2,Power Forward,USA,"Mar 15, 1961",1183,815,28.7,16.4,6.8,14.1,48.4,0.0,0.1,29.5,2.8,4.0,70.6,7.3,1.9,1.1,0.5,1.9,110,26.9,15.1,6.2,12.3,50.2,0.0,0.1,9.1,2.8,4.0,70.6,6.7,1.6,0.9,0.6,1.6,2,28,NaN,22.3,56.7,,75.6,11.9,2.0,1.7,1.3,NaN,2 All-NBA,0,0,0,0,(2.08m),(100kg),College,
603,Dominique Wilkins,Utah Jazz,/stats/player/1122/,Georgia,1982,3,| Forward,USA,"Jan 12, 1960",1074,995,35.5,24.8,9.3,20.1,46.1,0.7,2.1,31.9,5.6,6.9,81.1,6.7,2.5,1.3,0.6,2.5,56,38.9,25.4,9.2,21.4,42.9,0.5,1.7,28.1,6.5,7.9,82.4,6.7,2.6,1.3,0.6,2.7,8,31,NaN,21.3,52.9, ,64.4,8.1,1.3,1.1,1.6,NaN,1 Hall of Fame Inductee,7 All-NBA,0,0,0,(2.00m),(91kg),College,
604,Bill Garnett,Dallas Mavericks,/stats/player/76785/,Wyoming,1982,4,| Forward,USA,"Apr 22, 1960",300,62,17.5,5.5,1.9,3.9,49.0,0.0,0.0,0.0,1.6,2.3,72.0,4.3,1.3,0.5,0.6,1.1,8,9.3,4.8,1.9,3.8,50.0,0.1,0.1,100,0.9,1.0,87.5,2.8,0.5,0.0,0.3,0.1,0,30,NaN,18.1,60.9,,78.8,8.1,2.4,N/A,N/A,NaN,0,0,0,0,0,(2.05m),(102kg),College,
605,LaSalle Thompson,Kansas City Kings,/stats/player/78/,Texas,1982,5,Power Forward/Center,USA,"Jun 23, 1961",985,516,21.6,7.9,3.2,6.5,49.2,0.0,0.0,15.4,1.6,2.1,73.7,6.8,1.2,0.8,1.0,1.7,28,19.5,6.4,2.5,5.8,43.6,0.0,0.0,0.0,1.3,1.6,80.0,5.3,1.0,0.6,0.9,1.3,0,27,NaN,18.6,52.8,,67.7,13.5,1.3,0.7,2.1,NaN,0,0,0,0,0,(2.08m),(111kg),College,
606,Trent Tucker,New York Knicks,/stats/player/78375/,Minnesota,1982,6,| Guard,USA,"Dec 20, 1959",756,207,20.7,8.2,3.4,7.4,46.1,0.8,1.9,40.8,0.6,0.8,75.4,2.0,2.0,0.9,0.1,0.8,66,15.7,5.5,2.2,4.8,44.9,0.8,1.8,41.7,0.5,0.7,69.8,1.4,1.5,0.7,0.1,0.6,0,29,NaN,14.8,50.4,,82.2,3.6,2.4,1.4,0.1,NaN,0,0,0,0,0,(1.96m),(87kg),College,
607,Quintin Dailey,Chicago Bulls,/stats/player/76497/,San Francisco,1982,7,| Guard,USA,"Jan 22, 1961",528,140,23.0,14.1,5.6,12.2,45.4,0.0,0.3,15.8,3.0,3.8,77.9,2.5,2.3,0.9,0.1,1.9,4,32.3,15.3,6.5,15.5,41.9,0.3,1.8,14.3,2.0,2.8,72.7,3.3,2.8,1.0,0.0,1.3,0,30,NaN,25.2,54.6,,78.9,5.2,2.7,1.5,0.2,NaN,0,0,0,0,0,(1.90m),(82kg),College,
608,Clark Kellogg,Indiana Pacers,/stats/player/77236/,Ohio State,1982,8,| Forward,USA,"Jul 02, 1961",260,241,32.7,18.9,7.7,15.5,49.7,0.1,0.3,33.8,3.4,4.5,75.7,9.5,2.9,1.5,0.4,2.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,30,NaN,16.1,52.7,,72.7,10.5,1.0,1.3,0.6,NaN,0,0,0,0,0,(2.00m),(103kg),College,
609,Cliff Levingston,Detroit Pistons,/stats/player/77377/,Wichita State,1982,9,| Forward,USA,"Jan 04, 1961",830,216,20.4,7.1,2.8,5.5,51.6,0.0,0.0,15.2,1.5,2.2,67.6,5.2,0.9,0.6,0.7,1.0,82,12.8,3.8,1.5,2.9,50.2,0.0,0.0,50.0,0.9,1.3,66.7,2.8,0.4,0.3,0.5,0.5,0,29,NaN,13.9,51.9,,62.4,10.2,1.6,0.8,0.3,NaN,0,0,0,0,0,(2.03m),(95kg),College,
610,Keith Edmonson,Atlanta Hawks,/stats/player/76638/,Purdue,1982,10,| Guard,USA,"Sep 28, 1960",87,2,10.7,6.0,2.4,5.3,44.8,0.0,0.0,0.0,1.3,1.8,71.9,1.5,0.6,0.4,0.1,0.9,1,-0,2.0,1.0,1.0,100,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,32,NaN,21.2,54.5,,78.4,3.2,2.0,0.8,0.1,NaN,0,0,0,0,0,(1.96m),(88kg),College,
611,Lafayette Lever,Portland Trail Blazers,/stats/player/77376/,Arizona State,1982,11,| Guard,USA,"Aug 18, 1960",752,599,31.7,13.9,5.6,12.6,44.7,0.2,0.7,31.0,2.4,3.1,77.1,6.0,6.2,2.2,0.3,2.0,48,28.0,12.4,4.7,11.4,41.4,0.4,0.9,40.9,2.6,3.3,77.5,5.8,6.2,1.9,0.2,1.7,2,27,NaN,16.3,45.4,,81.8,5.4,3.9,2.8,0.5,NaN,1 All-Defensive Team,1 All-NBA,0,0,0,(1.90m),(77kg),College,
612,John Bagley,Cleveland Cavaliers,/stats/player/76082/,Boston College,1982,12,| Guard,USA,"Apr 23, 1960",665,401,25.7,8.7,3.5,8.1,43.7,0.2,0.7,24.1,1.5,1.9,77.9,2.6,6.0,1.1,0.1,2.3,19,28.7,9.5,3.8,8.7,43.4,0.1,0.4,12.5,1.9,2.7,70.6,2.5,7.5,1.2,0.1,3.2,0,32,NaN,21.1,50.1,,79.7,3.8,3.8,1.9,0.2,NaN,0,0,0,0,0,(1.83m),(84kg),College,
613,Sleepy Floyd,New Jersey Nets,/stats/player/76726/,Georgetown,1982,13,| Guard,USA,"Mar 06, 1960",957,584,27.6,12.8,4.6,10.5,44.4,0.5,1.7,32.4,3.0,3.6,81.5,2.6,5.4,1.2,0.2,2.4,36,28.8,13.0,4.8,10.4,45.7,0.8,1.9,41.4,2.7,3.3,81.4,2.1,6.1,1.2,0.1,2.6,1,37,NaN,16.7,50.4,,72.0,3.4,2.7,1.7,0.1,NaN,0,0,0,0,0,(1.90m),(77kg),College,
614,Lester Conner,Golden State Warriors,/stats/player/76431/,Oregon State,1982,14,| Guard,USA,"Sep 17, 1959",687,281,21.8,6.3,2.4,5.3,45.3,0.0,0.2,20.2,1.5,2.0,75.3,2.7,3.9,1.6,0.1,1.3,13,7.2,2.4,0.9,1.4,66.7,0.1,0.1,100,0.5,0.5,85.7,1.0,1.0,0.4,0.1,0.1,0,30,NaN,14.9,51.7,,74.5,5.4,5.1,3.0,0.1,NaN,0,0,0,0,0,(1.93m),(82kg),College,
615,David Thirdkill,Phoenix Suns,/stats/player/78314/,Bradley,1982,15,| Forward,USA,"Apr 12, 1960",179,5,8.2,2.8,1.1,2.3,45.7,0.0,0.1,9.1,0.7,1.3,56.5,1.2,0.5,0.3,0.1,0.6,18,3.8,1.2,0.4,1.2,31.8,0.0,0.2,0.0,0.4,0.8,46.7,0.6,0.3,0.1,0.0,0.4,0,35,NaN,13.3,55.4,,70.5,6.9,1.9,1.1,N/A,NaN,0,0,0,0,0,(2.00m),(88kg),College,
616,Terry Teagle,Houston Rockets,/stats/player/78304/,Baylor,1982,16,| Guard,USA,"Apr 10, 1960",687,193,21.1,11.6,4.8,10.3,46.5,0.0,0.2,21.0,2.0,2.5,79.2,2.6,1.4,0.8,0.2,1.5,45,19.7,11.0,4.5,10.0,45.1,0.0,0.1,0.0,2.0,2.5,78.1,2.2,0.9,0.6,0.2,1.2,0,28,NaN,22.2,54.1,,72.2,7.5,1.4,1.3,0.3,NaN,0,0,0,0,0,(1.96m),(88kg),College,
617,Brook Steppe,Kansas City Kings,/stats/player/78250/,Georgia Tech,1982,17,| Guard,USA,"Nov 07, 1959",238,28,12.0,5.4,1.9,4.0,46.9,0.0,0.1,31.0,1.7,2.1,82.0,1.4,1.2,0.4,0.1,1.0,4,5.0,2.0,0.5,1.8,28.6,0.0,0.3,0.0,1.0,1.5,66.7,0.8,0.5,0.0,0.0,0.5,0,25,NaN,17.8,53.2,,73.6,5.4,2.0,1.0,0.4,NaN,0,0,0,0,0,(1.96m),(86kg),College,
618,Ricky Pierce,Detroit Pistons,/stats/player/894/,Rice,1982,18,| Guard,USA,"Aug 19, 1959",969,269,24.4,14.9,5.6,11.3,49.3,0.3,0.9,32.2,3.5,4.0,87.5,2.4,1.9,0.8,0.2,1.5,97,27.4,14.9,5.5,11.8,46.6,0.3,1.0,35.5,3.6,4.2,86.6,2.4,1.9,0.7,0.2,1.6,1,30,NaN,26.8,51.1,,79.4,7.5,0.9,1.1,0.4,NaN,0,0,0,0,0,(1.96m),(93kg),College,
619,Rob Williams,Denver Nuggets,/stats/player/78565/,Houston,1982,19,| Guard,USA,"May 05, 1961",153,99,22.0,8.6,3.3,7.4,43.9,0.1,0.4,27.4,2.0,2.5,78.9,2.2,5.4,1.1,0.1,2.3,12,13.8,9.5,3.8,8.4,44.6,0.6,1.3,43.8,1.4,1.6,89.5,2.7,5.1,0.9,0.2,2.3,0,30,NaN,21.1,47.6,,79.3,2.1,4.5,1.6,0.0,NaN,0,0,0,0,0,(1.88m),(79kg),College,
620,Paul Pressey,Milwaukee Bucks,/stats/player/77879/,Tulsa,1982,20,| Guard,USA,"Dec 24, 1958",724,420,27.2,10.6,3.9,8.1,48.5,0.1,0.5,22.2,2.6,3.5,74.9,3.9,5.1,1.4,0.6,2.3,75,29.5,11.7,4.3,9.1,47.1,0.1,0.6,24.4,3.0,4.2,72.8,4.2,5.6,1.5,0.7,2.8,0,30,NaN,13.2,56.0,,66.4,6.4,4.0,3.2,0.7,NaN,3 All-Defensive Team,0,0,0,0,(1.96m),(84kg),College,
621,Eddie Phillips,New Jersey Nets,/stats/player/77854/,Alabama,1982,21,| Forward,USA,"Sep 29, 1961",48,0,8.7,3.2,1.2,2.9,40.6,0.0,0.0,0.0,0.8,1.2,67.8,1.6,0.6,0.3,0.2,1.0,2,-0,3.5,1.5,3.0,50.0,0.0,1.0,0.0,0.5,2.0,25.0,2.5,1.5,0.0,0.0,0.5,0,30,NaN,15.5,50.9,,77.5,8.6,0.6,N/A,N/A,NaN,0,0,0,0,0,(2.00m),(100kg),College,
622,Mark McNamara,Philadelphia 76ers,/stats/player/77558/,California,1982,22,| Center,USA,"Jun 08, 1959",278,25,9.7,3.5,1.3,2.5,51.2,0.0,0.0,0.0,0.9,1.7,54.8,3.0,0.3,0.1,0.1,0.8,8,2.0,1.4,0.6,1.1,55.6,0.0,0.0,0.0,0.1,0.3,50.0,0.5,0.0,0.0,0.0,0.0,0,27,NaN,22.0,70.2, ,54.1,12.6,0.5,0.4,0.9,NaN,0,0,0,0,0,(2.11m),(107kg),College,
623,Darren Tillis,Boston Celtics,/stats/player/78343/,Cleveland State,1982,23,| Center,USA,"Feb 23, 1960",124,5,10.1,3.4,1.5,3.5,42.3,0.0,0.0,0.0,0.5,0.7,62.6,2.5,0.3,0.2,0.7,0.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,27,NaN,17.3,52.6,,61.2,12.8,1.7,0.7,1.9,NaN,0,0,0,0,0,(2.11m),(98kg),College,
624,Oliver Robinson,San Antonio Spurs,/stats/player/77994/,Alabama-Birmingham,1982,24,| Guard,USA,"Mar 13, 1960",35,0,4.2,2.9,1.0,2.8,36.1,0.0,0.3,9.1,0.9,1.3,66.7,0.5,0.6,0.1,0.1,0.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,31,NaN,21.1,52.5,,80.1,3.7,2.8,2.1,0.4,NaN,0,0,0,0,0,(1.93m),(82kg),College,
625,Bryan Warrick,Washington Bullets,/stats/player/78462/,Saint Joseph's,1982,25,| Guard,USA,"Jul 22, 1959",169,26,14.1,4.0,1.6,3.5,44.3,0.0,0.1,20.8,0.9,1.2,74.7,1.3,2.6,0.5,0.1,1.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,30,NaN,14.9,50.7,,77.6,3.2,5.0,2.1,0.5,NaN,0,0,0,0,0,(1.96m),(88kg),College,
626,Ricky Frazier,Chicago Bulls,https://www.thedraftreview.com/index.php?option=com_content&view=article&id=1632:ricky-frazier&catid=92&Itemid=342,Missouri,1982,26,Small Forward,American,2/9/1958,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,31,NaN,16.1,61.3,,80.8,6.5,1.9,1.2,0.3,NaN,0,0,0,0,0,(1.98m),(84kg),College,
627,Fred Roberts,Milwaukee Bucks,/stats/player/122/,Brigham Young,1982,27,Power Forward,USA,"Aug 14, 1960",818,253,18.0,7.3,2.8,5.5,50.2,0.1,0.2,32.5,1.7,2.1,79.6,2.8,1.2,0.5,0.3,1.2,67,15.9,6.1,2.2,4.5,49.5,0.0,0.1,0.0,1.7,2.1,77.1,2.1,0.9,0.3,0.2,0.9,0,30,NaN,15.5,47.9,,79.8,7.2,3.2,0.7,0.6,NaN,0,0,0,0,0,(2.08m),(100kg),College,
628,Dave Magley,Cleveland Cavaliers,/stats/player/77442/,Kansas,1982,28,| Forward,USA,"Nov 24, 1959",14,0,4.0,0.9,0.3,1.1,25.0,0.0,0.1,0.0,0.3,0.6,50.0,0.7,0.1,0.1,0.0,0.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,,,,
629,Scott Hastings,New York Knicks,/stats/player/76968/,Arkansas,1982,29,| Forward,USA,"Jun 03, 1960",578,19,10.4,2.8,1.0,2.3,44.1,0.0,0.2,29.2,0.8,1.0,81.1,2.2,0.5,0.3,0.3,0.6,44,5.8,1.8,0.6,1.1,56.0,0.1,0.3,25.0,0.4,0.6,72.0,1.1,0.2,0.2,0.1,0.3,0,29,NaN,18.6,55.3,,74.0,6.0,1.4,1.5,0.8,NaN,0,0,0,0,0,(2.08m),(107kg),College,
630,Wallace Bryant,Chicago Bulls,/stats/player/76291/,San Francisco,1982,30,| Center,USA,"Jul 14, 1959",102,43,13.7,3.2,1.3,3.2,40.7,0.0,0.0,0.0,0.5,0.9,57.3,3.7,1.1,0.3,0.4,0.7,2,18.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,100,3.5,0.5,0.5,0.5,1.0,0,31,NaN,15.2,48.6, ,64.7,10.9,N/A,N/A,N/A,NaN,0,0,0,0,0,(2.13m),(111kg),College,
631,Rod Higgins,Chicago Bulls,/stats/player/77019/,Fresno State,1982,31,| Forward,USA,"Jan 31, 1960",779,203,22.1,9.0,3.2,6.8,46.5,0.5,1.3,34.2,2.2,2.7,80.8,3.6,1.6,0.6,0.5,1.0,33,22.2,7.9,2.7,6.2,43.9,0.6,2.2,29.6,1.8,2.3,81.3,3.4,1.7,0.8,0.7,0.7,0,29,NaN,15.1,53.1,,77.1,6.3,2.2,1.2,1.4,NaN,0,0,0,0,0,(2.00m),(91kg),College,
632,Richard Anderson,San Diego Clippers,/stats/player/76045/,California-Santa Barbara,1982,32,| Forward,USA,"Nov 19, 1960",407,30,14.7,5.6,2.2,5.4,41.2,0.4,1.1,33.3,0.7,0.9,76.2,3.5,1.5,0.6,0.2,0.9,15,9.3,3.9,1.3,3.2,41.7,0.5,1.4,38.1,0.7,0.8,83.3,1.7,0.7,0.1,0.2,0.3,0,26,NaN,16.0,47.0,,71.9,11.1,2.0,1.8,0.8,NaN,0,0,0,0,0,(2.08m),(109kg),College,
633,Linton Townes,Portland Trail Blazers,/stats/player/78364/,James Madison,1982,33,| Forward,USA,"Nov 30, 1959",60,0,9.1,4.3,1.8,4.1,44.0,0.2,0.4,36.0,0.5,0.7,75.0,1.1,0.5,0.3,0.1,0.6,8,2.3,5.1,2.1,4.4,48.6,0.1,0.5,25.0,0.8,0.9,85.7,0.8,0.6,0.0,0.0,0.4,0,30,NaN,16.3,55.2,,79.7,5.9,2.0,1.1,0.6,NaN,0,0,0,0,0,(2.00m),(86kg),College,
634,Vince Taylor,New York Knicks,/stats/player/78303/,Duke,1982,34,| Guard,USA,"Sep 11, 1960",31,0,10.4,3.1,1.2,3.3,36.3,0.0,0.0,0.0,0.7,1.0,65.6,1.2,1.3,0.6,0.1,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,27,NaN,20.3,51.8,,67.3,4.9,1.9,1.6,0.0,NaN,0,0,0,0,0,(1.96m),(82kg),College,
635,Derek Smith,Golden State Warriors,/stats/player/78183/,Louisville,1982,35,| Guard,USA,"Nov 01, 1961",408,214,24.1,12.8,5.0,10.0,49.9,0.1,0.4,29.4,2.8,3.7,75.3,3.2,2.1,0.6,0.4,1.7,14,10.6,4.2,1.6,3.1,53.5,0.0,0.1,0.0,0.9,1.3,72.2,1.1,0.6,0.4,0.1,1.1,0,33,NaN,15.7,59.0,,67.3,6.2,2.1,1.2,0.5,NaN,0,0,0,0,0,(2.00m),(93kg),College,
636,Mitchell Anderson,Philadelphia 76ers,/stats/player/76043/,Bradley,1982,36,| Forward,USA,"Sep 23, 1960",157,2,12.5,4.8,1.9,4.2,46.5,0.0,0.1,0.0,0.9,1.6,55.8,2.8,0.7,0.7,0.2,0.8,5,2.6,2.2,1.0,1.6,62.5,0.2,0.2,100,0.0,0.0,0.0,0.8,0.0,0.0,0.2,0.0,0,36,NaN,16.4,47.1,,73.3,7.6,2.1,1.4,0.8,NaN,0,0,0,0,0,(2.08m),(88kg),College,
637,Audie Norris,Portland Trail Blazers,/stats/player/77731/,Jackson State,1982,37,| Center,USA,"Dec 18, 1960",187,14,13.8,4.4,1.5,3.0,51.1,0.0,0.0,0.0,1.4,2.0,66.2,3.1,0.8,0.5,0.4,1.3,20,9.3,4.0,1.6,2.8,58.2,0.0,0.0,0.0,0.8,1.6,46.9,3.6,0.6,0.4,0.4,0.9,0,28,NaN,16.7,54.8,,61.4,12.2,N/A,N/A,N/A,NaN,0,0,0,0,0,(2.05m),(104kg),College,
638,Wayne Sappleton,Golden State Warriors,/stats/player/78062/,Loyola-Chicago,1982,38,| Forward,USA,"Nov 17, 1960",33,0,9.0,2.9,1.2,2.6,47.1,0.0,0.0,0.0,0.4,1.0,41.2,2.3,0.2,0.2,0.1,0.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,29,NaN,22.0,53.7,,73.6,13.0,0.5,0.9,1.2,NaN,0,0,0,0,0,(2.05m),(98kg),College,
639,Kevin Magee,Phoenix Suns,https://www.thedraftreview.com/index.php?option=com_content&view=article&id=2013:kevin-magee&catid=92&Itemid=342,California-Irvine,1982,39,Power Forward,American,1/24/1959 - 10/23/2003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,29,NaN,25.2,64.2,,72.0,12.2,0.4,0.7,1.2,NaN,0,0,0,0,0,(2.03m),(104kg),College,
640,Guy Morgan,Indiana Pacers,/stats/player/77640/,Wake Forest,1982,40,| Guard,USA,"Aug 23, 1960",8,0,5.8,1.9,0.9,3.0,29.2,0.0,0.0,0.0,0.1,0.5,25.0,2.1,0.9,0.3,0.0,0.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,30,NaN,10.2,53.9,,72.4,5.6,0.9,0.7,1.2,NaN,0,0,0,0,0,(2.03m),(93kg),College,
641,Dwight Anderson,Washington Bullets,/stats/player/76037/,Southern California,1982,41,| Guard,USA,"Dec 28, 1960",5,0,6.6,4.2,1.4,2.8,50.0,0.0,0.0,0.0,1.4,2.0,70.0,0.4,0.6,0.2,0.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,27,NaN,20.3,49.3, ,70.2,4.1,2.0,0.7,0.1,NaN,0,0,0,0,0,(1.90m),(84kg),College,
642,Jeff Taylor,Houston Rockets,/stats/player/78299/,Texas Tech,1982,42,| Guard,USA,"Jan 01, 1960",56,5,14.6,3.2,1.3,3.0,41.2,0.0,0.0,0.0,0.7,1.0,69.6,1.5,2.0,0.8,0.3,1.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,28,NaN,15.8,51.0, ,82.3,3.8,4.1,1.2,0.4,NaN,0,0,0,0,0,(1.93m),(79kg),College,
